证券代码	时间	红股(10送)	配股(10配)	配股价	红利(10送)
SZ000911	20021024	0.0000	0.0000	0.0000	1.9000
SZ000911	20011016	0.0000	3.0000	10.0000	0.0000
SZ000911	20010921	0.0000	0.0000	0.0000	3.4000
SZ000911	20001110	0.0000	0.0000	0.0000	1.5000
SZ000912	20100629	0.0000	0.0000	0.0000	1.0000
SZ000912	20090630	0.0000	0.0000	0.0000	1.5000
SZ000912	20080620	0.0000	0.0000	0.0000	3.6000
SZ000912	20070615	0.0000	0.0000	0.0000	6.0000
SZ000912	20060428	0.0000	0.0000	0.0000	3.0000
SZ000912	20060213	2.2000	0.0000	0.0000	7.6800
SZ000912	20050715	0.0000	0.0000	0.0000	3.2000
SZ000912	20040527	0.0000	0.0000	0.0000	2.6000
SZ000912	20030527	3.0000	0.0000	0.0000	2.0000
SZ000912	20020613	0.0000	0.0000	0.0000	1.0000
SZ000912	20010529	0.0000	0.0000	0.0000	0.6000
SZ000912	20000627	0.0000	0.0000	0.0000	1.0000
SZ000913	20170620	0.0000	0.0000	0.0000	1.0000
SZ000913	20130627	0.0000	0.0000	0.0000	1.0000
SZ000913	20090519	0.0000	0.0000	0.0000	0.4000
SZ000913	20060411	3.2000	0.0000	0.0000	0.0000
SZ000913	20050624	0.0000	0.0000	0.0000	1.5000
SZ000913	20040527	0.0000	0.0000	0.0000	4.5000
SZ000913	20030611	0.0000	0.0000	0.0000	1.0000
SZ000913	20020621	6.0000	0.0000	0.0000	1.0000
SZ000913	20011010	0.0000	3.0000	12.7600	0.0000
SZ000913	20010411	0.0000	0.0000	0.0000	1.2000
SZ000913	20000526	0.0000	0.0000	0.0000	1.0000
SZ000915	20180718	0.0000	0.0000	0.0000	2.5000
SZ000915	20170616	3.0000	0.0000	0.0000	1.5000
SZ000915	20160708	0.0000	0.0000	0.0000	1.0000
SZ000915	20150508	0.0000	0.0000	0.0000	1.0000
SZ000915	20140626	0.0000	0.0000	0.0000	1.0000
SZ000915	20130418	0.0000	0.0000	0.0000	1.0000
SZ000915	20060720	3.7400	0.0000	0.0000	0.0000
SZ000915	20020927	7.0000	0.0000	0.0000	0.2500
SZ000915	19990913	0.0000	0.0000	0.0000	0.3000
SZ000917	20170707	0.0000	0.0000	0.0000	0.3000
SZ000917	20160711	0.0000	0.0000	0.0000	0.4000
SZ000917	20150715	0.0000	0.0000	0.0000	0.6000
SZ000917	20140710	0.0000	0.0000	0.0000	0.4000
SZ000917	20120713	12.0000	0.0000	0.0000	1.3900
SZ000917	20110721	0.0000	0.0000	0.0000	0.7500
SZ000917	20100527	0.0000	0.0000	0.0000	0.2000
SZ000917	20090709	0.0000	0.0000	0.0000	0.2000
SZ000917	20080520	2.0000	0.0000	0.0000	0.3000
SZ000917	20060707	3.0000	0.0000	0.0000	0.0000
SZ000917	20051212	2.8000	0.0000	0.0000	0.0000
SZ000917	20040512	3.0000	0.0000	0.0000	1.0000
SZ000917	20030627	0.0000	0.0000	0.0000	1.0000
SZ000917	20020522	0.0000	0.0000	0.0000	2.0000
SZ000917	20010607	0.0000	0.0000	0.0000	3.0000
SZ000917	19990916	3.0000	0.0000	0.0000	0.0000
SZ000918	20130715	0.0000	0.0000	0.0000	0.2500
SZ000918	20110530	0.0000	0.0000	0.0000	0.5500
SZ000918	20100407	2.5000	0.0000	0.0000	0.5000
SZ000918	20090430	2.0000	0.0000	0.0000	0.0000
SZ000918	20040512	6.0000	0.0000	0.0000	0.0000
SZ000918	20020626	0.0000	0.0000	0.0000	0.5000
SZ000918	20010522	0.0000	0.0000	0.0000	0.5000
SZ000918	20000428	0.0000	0.0000	0.0000	0.5000
SZ000919	20180712	0.0000	0.0000	0.0000	1.7000
SZ000919	20170727	0.0000	0.0000	0.0000	1.7000
SZ000919	20160715	0.0000	0.0000	0.0000	1.7000
SZ000919	20150626	0.0000	0.0000	0.0000	1.7000
SZ000919	20140624	0.0000	0.0000	0.0000	1.6000
SZ000919	20130705	0.0000	0.0000	0.0000	1.5000
SZ000919	20120712	0.0000	0.0000	0.0000	1.5000
SZ000919	20110720	0.0000	0.0000	0.0000	1.5000
SZ000919	20100716	0.0000	0.0000	0.0000	1.5000
SZ000919	20090717	0.0000	0.0000	0.0000	1.5000
SZ000919	20080704	0.0000	0.0000	0.0000	2.8000
SZ000919	20070713	0.0000	0.0000	0.0000	2.2000
SZ000919	20060710	5.0000	0.0000	0.0000	2.5000
SZ000919	20060207	3.5000	0.0000	0.0000	0.0000
SZ000919	20050713	0.0000	0.0000	0.0000	2.0000
SZ000919	20040817	2.0000	0.0000	0.0000	1.5000
SZ000919	20030815	0.0000	0.0000	0.0000	2.1600
SZ000919	20020730	0.0000	0.0000	0.0000	2.1200
SZ000919	20010820	0.0000	0.0000	0.0000	2.7300
SZ000919	20000809	0.0000	0.0000	0.0000	2.0700
SZ000920	20180615	0.0000	0.0000	0.0000	0.5000
SZ000920	20170609	0.0000	0.0000	0.0000	0.3000
SZ000920	20160607	0.0000	0.0000	0.0000	0.3000
SZ000920	20060626	3.3000	0.0000	0.0000	0.0000
SZ000920	20041109	10.0000	0.0000	0.0000	0.0000
SZ000920	20040608	0.0000	0.0000	0.0000	2.0000
SZ000920	20030623	0.0000	3.0000	10.9800	0.0000
SZ000920	20030325	0.0000	0.0000	0.0000	4.2000
SZ000920	20020416	0.0000	0.0000	0.0000	4.0000
SZ000920	20010417	0.0000	0.0000	0.0000	3.0000
SZ000920	20000512	0.0000	0.0000	0.0000	2.5000
SZ000921	20180712	0.0000	0.0000	0.0000	4.4000
SZ000921	20170712	0.0000	0.0000	0.0000	3.0000
SZ000921	20160706	0.0000	0.0000	0.0000	1.5000
SZ000921	20080411	0.4464	0.0000	0.0000	0.0000
SZ000921	20070329	1.2000	0.0000	0.0000	0.0000
SZ000921	20000614	0.0000	0.0000	0.0000	2.1400
SZ000922	20140618	0.0000	0.0000	0.0000	0.3300
SZ000922	20130529	0.0000	0.0000	0.0000	0.1800
SZ000922	20070411	2.8000	0.0000	0.0000	0.0000
SZ000922	20030825	7.0000	0.0000	0.0000	0.0000
SZ000922	20020725	0.0000	0.0000	0.0000	0.6000
SZ000922	20010710	0.0000	0.0000	0.0000	2.6000
SZ000923	20140717	0.0000	0.0000	0.0000	0.1000
SZ000923	20080505	6.0000	0.0000	0.0000	0.0000
SZ000923	20040517	0.0000	0.0000	0.0000	0.2500
SZ000923	20010521	0.0000	0.0000	0.0000	1.5000
SZ000923	20000519	0.0000	0.0000	0.0000	1.2500
SZ000925	20180621	4.0000	0.0000	0.0000	0.0000
SZ000925	20090911	10.0000	0.0000	0.0000	0.0000
SZ000925	20090430	2.2000	0.0000	0.0000	0.0000
SZ000925	20020619	0.0000	0.0000	0.0000	1.8000
SZ000925	20010522	0.0000	0.0000	0.0000	1.8000
SZ000925	20000526	0.0000	0.0000	0.0000	1.0000
SZ000926	20180521	0.0000	0.0000	0.0000	2.0000
SZ000926	20170511	0.0000	0.0000	0.0000	2.5000
SZ000926	20160620	0.0000	0.0000	0.0000	2.5000
SZ000926	20150603	0.0000	0.0000	0.0000	1.0000
SZ000926	20140521	0.0000	0.0000	0.0000	2.0000
SZ000926	20130710	0.0000	0.0000	0.0000	1.5000
SZ000926	20120702	0.0000	0.0000	0.0000	1.0000
SZ000926	20100422	0.0000	0.0000	0.0000	1.0000
SZ000926	20090521	0.0000	0.0000	0.0000	1.0000
SZ000926	20080522	0.0000	0.0000	0.0000	1.0000
SZ000926	20070522	9.8000	0.0000	0.0000	0.2000
SZ000926	20060809	0.0000	0.0000	0.0000	2.0000
SZ000926	20050527	0.0000	0.0000	0.0000	2.0000
SZ000926	20040729	0.0000	0.0000	0.0000	1.0000
SZ000926	20020527	0.0000	0.0000	0.0000	1.2500
SZ000926	20010601	0.0000	0.0000	0.0000	1.2500
SZ000926	20001110	3.0000	0.0000	0.0000	0.0000
SZ000926	19991110	0.0000	0.0000	0.0000	1.2500
SZ000927	20130823	0.0000	0.0000	0.0000	0.1000
SZ000927	20120719	0.0000	0.0000	0.0000	0.2000
SZ000927	20110629	0.0000	0.0000	0.0000	0.3000
SZ000927	20100826	0.0000	0.0000	0.0000	0.7000
SZ000927	20090729	0.0000	0.0000	0.0000	0.5000
SZ000927	20080821	0.0000	0.0000	0.0000	0.5000
SZ000927	20070828	0.0000	0.0000	0.0000	0.6000
SZ000927	20060726	3.6000	0.0000	0.0000	0.0000
SZ000927	20020729	1.0000	0.0000	0.0000	1.2500
SZ000928	20180518	0.0000	0.0000	0.0000	1.2000
SZ000928	20170519	8.0000	0.0000	0.0000	0.5000
SZ000928	20060605	0.7000	0.0000	0.0000	0.0000
SZ000928	20010614	0.0000	0.0000	0.0000	1.6000
SZ000928	19990813	0.0000	0.0000	0.0000	2.0000
SZ000929	20170626	0.0000	0.0000	0.0000	0.6600
SZ000929	20140613	0.0000	0.0000	0.0000	0.3000
SZ000929	20061201	4.7500	0.0000	0.0000	0.0000
SZ000929	20030522	4.0000	0.0000	0.0000	0.0000
SZ000929	20000609	2.0000	0.0000	0.0000	0.0000
SZ000930	20150605	0.0000	0.0000	0.0000	0.2000
SZ000930	20140703	0.0000	0.0000	0.0000	0.2000
SZ000930	20130530	0.0000	0.0000	0.0000	0.2000
SZ000930	20120518	0.0000	0.0000	0.0000	0.5000
SZ000930	20110615	0.0000	0.0000	0.0000	0.3500
SZ000930	20100531	0.0000	0.0000	0.0000	0.3500
SZ000930	20051207	10.0000	0.0000	0.0000	0.0000
SZ000930	20051107	2.2496	0.0000	0.0000	0.0000
SZ000930	20050718	0.0000	0.0000	0.0000	1.0000
SZ000930	20041119	2.0000	0.0000	0.0000	0.5000
SZ000930	20020712	8.0000	0.0000	0.0000	0.5000
SZ000930	20001107	0.0000	0.0000	0.0000	3.5000
SZ000931	20070109	1.6000	0.0000	0.0000	0.0000
SZ000931	20020717	0.0000	0.0000	0.0000	1.0000
SZ000931	20010821	0.0000	0.0000	0.0000	1.5000
SZ000931	20000717	0.0000	0.0000	0.0000	1.5000
SZ000931	19990812	0.0000	10.0000	5.7800	0.0000
SZ000932	20090617	0.0000	0.0000	0.0000	0.5000
SZ000932	20080516	0.0000	0.0000	0.0000	1.0000
SZ000932	20070619	0.0000	0.0000	0.0000	1.0000
SZ000932	20060623	0.0000	0.0000	0.0000	1.0000
SZ000932	20050729	0.0000	0.0000	0.0000	1.0000
SZ000932	20040416	0.0000	0.0000	0.0000	1.0000
SZ000932	20030522	0.0000	0.0000	0.0000	1.0000
SZ000932	20020318	0.0000	0.0000	0.0000	1.0000
SZ000932	20010710	0.0000	0.0000	0.0000	0.5000
SZ000932	20000724	2.5000	0.0000	0.0000	0.5000
SZ000933	20180712	0.0000	0.0000	0.0000	0.2500
SZ000933	20170628	0.0000	0.0000	0.0000	0.2500
SZ000933	20140616	0.0000	0.0000	0.0000	0.0800
SZ000933	20130606	0.0000	0.0000	0.0000	0.3000
SZ000933	20120516	0.0000	0.0000	0.0000	0.8000
SZ000933	20110527	6.0000	0.0000	0.0000	2.0000
SZ000933	20100526	4.0000	0.0000	0.0000	3.6500
SZ000933	20090619	5.0000	0.0000	0.0000	2.0000
SZ000933	20080523	0.0000	0.0000	0.0000	2.0000
SZ000933	20070606	0.0000	0.0000	0.0000	4.0000
SZ000933	20060629	0.0000	0.0000	0.0000	2.0000
SZ000933	20060110	3.0000	0.0000	0.0000	0.0000
SZ000933	20050909	10.0000	0.0000	0.0000	15.0000
SZ000933	20040518	0.0000	0.0000	0.0000	2.8000
SZ000933	20031211	0.0000	0.0000	0.0000	2.8000
SZ000933	20030530	0.0000	0.0000	0.0000	4.0000
SZ000933	20020524	0.0000	3.0000	13.6000	0.0000
SZ000933	20020521	0.0000	0.0000	0.0000	2.8000
SZ000933	20011227	0.0000	0.0000	0.0000	3.0000
SZ000933	20010411	0.0000	0.0000	0.0000	4.0000
SZ000935	20180518	0.0000	0.0000	0.0000	1.7500
SZ000935	20150528	0.0000	0.0000	0.0000	0.5000
SZ000935	20070606	3.0000	0.0000	0.0000	0.0000
SZ000935	20030819	0.0000	0.0000	0.0000	0.6000
SZ000935	20020822	0.0000	0.0000	0.0000	0.7000
SZ000935	20010530	8.0000	0.0000	0.0000	1.2000
SZ000935	20000622	0.0000	0.0000	0.0000	1.2000
SZ000936	20180706	0.0000	0.0000	0.0000	0.3000
SZ000936	20170512	0.0000	0.0000	0.0000	1.2000
SZ000936	20160419	0.0000	0.0000	0.0000	0.3000
SZ000936	20150617	0.0000	0.0000	0.0000	0.2000
SZ000936	20140509	0.0000	0.0000	0.0000	0.4000
SZ000936	20130418	0.0000	0.0000	0.0000	0.5000
SZ000936	20120510	0.0000	0.0000	0.0000	0.5000
SZ000936	20110414	0.0000	0.0000	0.0000	0.6000
SZ000936	20101011	7.0000	0.0000	0.0000	0.0000
SZ000936	20100513	0.0000	0.0000	0.0000	0.5000
SZ000936	20090506	0.0000	0.0000	0.0000	0.5000
SZ000936	20080521	0.0000	0.0000	0.0000	1.0000
SZ000936	20070522	0.0000	0.0000	0.0000	0.5000
SZ000936	20060606	0.0000	0.0000	0.0000	1.0000
SZ000936	20051108	4.7000	0.0000	0.0000	0.0000
SZ000936	20050517	0.0000	0.0000	0.0000	1.0000
SZ000936	20040616	8.0000	0.0000	0.0000	0.5000
SZ000936	20030609	0.0000	0.0000	0.0000	1.0000
SZ000936	20020411	0.0000	0.0000	0.0000	1.0000
SZ000936	20010419	2.0000	0.0000	0.0000	1.0000
SZ000937	20180622	0.0000	0.0000	0.0000	1.0000
SZ000937	20170621	0.0000	0.0000	0.0000	1.0000
SZ000937	20160524	0.0000	0.0000	0.0000	0.0500
SZ000937	20150610	3.0000	0.0000	0.0000	1.0000
SZ000937	20140609	0.0000	0.0000	0.0000	1.0000
SZ000937	20130708	0.0000	0.0000	0.0000	2.5000
SZ000937	20120628	0.0000	0.0000	0.0000	2.5000
SZ000937	20110519	10.0000	0.0000	0.0000	5.0000
SZ000937	20100630	0.0000	0.0000	0.0000	5.0000
SZ000937	20090428	0.0000	0.0000	0.0000	1.5000
SZ000937	20080516	0.0000	0.0000	0.0000	2.0000
SZ000937	20070420	0.0000	0.0000	0.0000	2.5000
SZ000937	20060421	0.0000	0.0000	0.0000	2.5000
SZ000937	20050628	2.5000	0.0000	0.0000	0.0000
SZ000937	20050511	6.0000	0.0000	0.0000	5.0000
SZ000937	20040323	0.0000	0.0000	0.0000	1.2500
SZ000937	20030606	0.0000	0.0000	0.0000	4.0000
SZ000937	20020917	0.0000	0.0000	0.0000	1.5000
SZ000937	20020607	0.0000	0.0000	0.0000	2.5000
SZ000937	20010615	0.0000	0.0000	0.0000	1.2500
SZ000938	20180705	4.0000	0.0000	0.0000	2.0000
SZ000938	20170707	0.0000	0.0000	0.0000	1.0000
SZ000938	20160707	0.0000	0.0000	0.0000	0.2000
SZ000938	20150709	0.0000	0.0000	0.0000	1.0000
SZ000938	20140620	0.0000	0.0000	0.0000	0.5000
SZ000938	20130621	0.0000	0.0000	0.0000	0.5000
SZ000938	20120621	0.0000	0.0000	0.0000	0.6000
SZ000938	20110805	0.0000	0.0000	0.0000	0.8000
SZ000938	20100628	0.0000	0.0000	0.0000	1.0000
SZ000938	20080627	0.0000	0.0000	0.0000	0.6000
SZ000938	20060308	5.0000	0.0000	0.0000	0.0000
SZ000938	20050617	0.0000	0.0000	0.0000	0.7000
SZ000938	20040604	0.0000	0.0000	0.0000	1.0000
SZ000938	20010621	0.0000	0.0000	0.0000	3.0000
SZ000938	20000511	6.0000	0.0000	0.0000	0.0000
SZ000939	20170620	10.0000	0.0000	0.0000	0.0000
SZ000939	20150611	0.0000	0.0000	0.0000	1.5000
SZ000939	20120828	0.0000	0.0000	0.0000	1.0000
SZ000939	20110630	6.0000	0.0000	0.0000	1.0000
SZ000939	20100303	6.0000	0.0000	0.0000	0.0000
SZ000939	20080722	0.0000	0.0000	0.0000	1.0000
SZ000939	20070516	0.0000	0.0000	0.0000	1.0000
SZ000939	20060907	2.2850	0.0000	0.0000	0.0000
SZ000939	20060712	0.0000	0.0000	0.0000	1.0000
SZ000939	20050526	0.0000	0.0000	0.0000	1.0000
SZ000939	20040601	3.0000	0.0000	0.0000	1.0000
SZ000939	20031023	0.0000	0.0000	0.0000	1.0000
SZ000939	20020520	0.0000	0.0000	0.0000	0.5000
SZ000939	20010620	0.0000	0.0000	0.0000	1.0000
SZ000939	20000906	5.0000	0.0000	0.0000	0.0000
SZ000939	20000419	4.0000	0.0000	0.0000	0.0000
SZ000948	20180608	0.0000	0.0000	0.0000	0.2000
SZ000948	20170606	0.0000	0.0000	0.0000	0.5000
SZ000948	20160615	0.0000	0.0000	0.0000	0.4000
SZ000948	20150610	0.0000	0.0000	0.0000	0.2000
SZ000948	20140429	0.0000	0.0000	0.0000	0.2000
SZ000948	20130614	0.0000	0.0000	0.0000	0.2000
SZ000948	20120425	1.0000	0.0000	0.0000	0.8000
SZ000948	20110622	0.0000	0.0000	0.0000	0.5000
SZ000948	20100628	0.0000	0.0000	0.0000	0.5000
SZ000948	20090630	0.0000	0.0000	0.0000	2.2000
SZ000948	20080422	0.0000	0.0000	0.0000	0.8000
SZ000948	20070716	0.0000	0.0000	0.0000	0.5000
SZ000948	20060807	5.1376	0.0000	0.0000	0.8000
SZ000948	20050721	0.0000	0.0000	0.0000	0.6000
SZ000948	20040708	0.0000	0.0000	0.0000	0.7000
SZ000948	20030520	0.0000	0.0000	0.0000	2.0000
SZ000948	20020531	0.0000	0.0000	0.0000	1.9000
SZ000948	20010531	0.0000	0.0000	0.0000	2.6000
SZ000948	20000531	0.0000	0.0000	0.0000	2.1000
SZ000949	20180607	0.0000	0.0000	0.0000	0.1000
SZ000949	20170607	0.0000	0.0000	0.0000	0.3000
SZ000949	20160512	0.0000	0.0000	0.0000	0.3000
SZ000949	20150512	0.0000	0.0000	0.0000	0.3000
SZ000949	20110712	3.0000	0.0000	0.0000	0.6000
SZ000949	20080425	2.0000	0.0000	0.0000	0.3000
SZ000949	20060608	3.4000	0.0000	0.0000	0.0000
SZ000949	20050620	0.0000	0.0000	0.0000	1.0000
SZ000949	20040611	0.0000	0.0000	0.0000	1.0000
SZ000949	20030619	0.0000	0.0000	0.0000	0.5000
SZ000949	20020614	0.0000	0.0000	0.0000	0.5000
SZ000949	20010607	10.0000	0.0000	0.0000	1.0000
SZ000949	20000613	0.0000	0.0000	0.0000	1.5000
SZ000950	20121122	0.0000	0.0000	0.0000	1.5000
SZ000950	20110415	0.0000	0.0000	0.0000	1.0000
SZ000950	20100416	5.0000	0.0000	0.0000	0.0000
SZ000950	20090416	0.0000	0.0000	0.0000	2.5000
SZ000950	20080423	2.5000	0.0000	0.0000	2.0000
SZ000950	20051227	1.5000	0.0000	0.0000	0.0000
SZ000950	20010601	0.0000	0.0000	0.0000	1.5000
SZ000951	20180518	0.0000	0.0000	0.0000	6.8000
SZ000951	20170526	0.0000	0.0000	0.0000	2.3000
SZ000951	20160513	6.0000	0.0000	0.0000	2.0000
SZ000951	20150610	0.0000	0.0000	0.0000	3.0000
SZ000951	20140610	0.0000	0.0000	0.0000	2.7000
SZ000951	20130528	0.0000	0.0000	0.0000	0.3000
SZ000951	20120606	0.0000	0.0000	0.0000	1.7000
SZ000951	20110622	0.0000	0.0000	0.0000	2.5000
SZ000951	20100617	0.0000	0.0000	0.0000	1.0000
SZ000951	20090708	0.0000	0.0000	0.0000	1.5000
SZ000951	20080627	3.0000	0.0000	0.0000	0.0000
SZ000951	20060213	2.8000	0.0000	0.0000	0.0000
SZ000952	20180615	0.0000	0.0000	0.0000	1.1000
SZ000952	20080523	0.0000	0.0000	0.0000	1.0000
SZ000952	20060724	10.5627	0.0000	0.0000	0.0000
SZ000952	20020626	0.0000	0.0000	0.0000	0.5000
SZ000952	20000518	0.0000	0.0000	0.0000	0.5000
SZ000953	20061113	3.0000	0.0000	0.0000	0.0000
SZ000953	20030527	5.0000	0.0000	0.0000	0.6000
SZ000953	20020523	1.0000	0.0000	0.0000	0.2500
SZ000953	20010702	0.0000	0.0000	0.0000	0.5000
SZ000953	20000427	2.0000	0.0000	0.0000	0.0000
SZ000955	20130520	3.0000	0.0000	0.0000	0.0000
SZ000955	20060717	3.0000	0.0000	0.0000	0.0000
SZ000955	20060323	3.2000	0.0000	0.0000	0.0000
SZ000955	20020628	1.0000	0.0000	0.0000	0.3000
SZ000957	20180731	0.0000	0.0000	0.0000	2.0000
SZ000957	20160727	10.0000	0.0000	0.0000	5.0000
SZ000957	20150617	0.0000	0.0000	0.0000	1.1000
SZ000957	20140701	0.0000	0.0000	0.0000	0.8000
SZ000957	20110526	0.0000	0.0000	0.0000	0.5000
SZ000957	20060620	3.0000	0.0000	0.0000	0.0000
SZ000957	20040707	0.0000	0.0000	0.0000	1.0000
SZ000957	20010627	0.0000	0.0000	0.0000	1.0000
SZ000957	20000602	8.0000	0.0000	0.0000	0.0000
SZ000958	20180608	0.0000	0.0000	0.0000	0.5000
SZ000958	20170517	10.0000	0.0000	0.0000	1.0000
SZ000958	20060609	3.8000	0.0000	0.0000	0.0000
SZ000958	20050712	0.0000	0.0000	0.0000	0.5000
SZ000958	20040430	0.0000	0.0000	0.0000	0.6000
SZ000958	20030619	5.0000	0.0000	0.0000	1.0000
SZ000958	20020424	0.0000	0.0000	0.0000	1.0000
SZ000958	20010529	0.0000	0.0000	0.0000	0.5000
SZ000959	20150819	0.0000	0.0000	0.0000	0.1000
SZ000959	20110714	0.0000	0.0000	0.0000	1.0000
SZ000959	20100520	0.0000	0.0000	0.0000	1.0000
SZ000959	20090723	0.0000	0.0000	0.0000	1.0000
SZ000959	20080610	0.0000	0.0000	0.0000	2.1000
SZ000959	20070618	0.0000	0.0000	0.0000	1.6000
SZ000959	20060405	0.0000	0.0000	0.0000	3.0000
SZ000959	20051118	2.4000	0.0000	0.0000	2.7100
SZ000959	20050623	0.0000	0.0000	0.0000	4.0000
SZ000959	20040531	0.0000	0.0000	0.0000	3.0000
SZ000959	20030530	0.0000	0.0000	0.0000	2.3000
SZ000959	20020614	0.0000	0.0000	0.0000	2.3000
SZ000959	20010528	0.0000	0.0000	0.0000	2.5000
SZ000959	20000620	0.0000	0.0000	0.0000	2.3000
SZ000960	20130802	0.0000	0.0000	0.0000	0.2000
SZ000960	20120625	0.0000	0.0000	0.0000	1.3000
SZ000960	20110621	1.0000	0.0000	0.0000	1.2000
SZ000960	20100526	0.0000	0.0000	0.0000	0.8116
SZ000960	20100127	0.0000	2.4000	8.9800	0.0000
SZ000960	20090623	0.0000	0.0000	0.0000	0.2000
SZ000960	20080429	2.0000	0.0000	0.0000	1.0000
SZ000960	20070430	0.0000	0.0000	0.0000	2.0000
SZ000960	20060517	0.0000	0.0000	0.0000	2.5000
SZ000960	20060214	3.0000	0.0000	0.0000	0.0000
SZ000960	20050610	0.0000	0.0000	0.0000	2.0000
SZ000960	20041018	5.0000	0.0000	0.0000	0.0000
SZ000960	20040614	0.0000	0.0000	0.0000	0.4000
SZ000960	20030613	0.0000	0.0000	0.0000	0.1200
SZ000960	20020704	0.0000	0.0000	0.0000	0.1600
SZ000960	20010724	0.0000	0.0000	0.0000	1.0000
SZ000960	20000718	0.0000	0.0000	0.0000	2.4000
SZ000961	20180718	0.0000	0.0000	0.0000	0.2000
SZ000961	20170707	0.0000	0.0000	0.0000	0.1500
SZ000961	20160615	15.0000	0.0000	0.0000	0.4000
SZ000961	20150701	0.0000	0.0000	0.0000	1.0000
SZ000961	20140704	0.0000	0.0000	0.0000	1.2000
SZ000961	20130709	0.0000	0.0000	0.0000	1.0000
SZ000961	20110623	0.0000	0.0000	0.0000	1.0000
SZ000961	20100525	5.0000	0.0000	0.0000	0.0000
SZ000961	20060321	3.4000	0.0000	0.0000	0.0000
SZ000961	20050628	0.0000	0.0000	0.0000	0.2000
SZ000961	20040614	0.0000	0.0000	0.0000	0.2000
SZ000961	20030612	0.0000	0.0000	0.0000	0.3000
SZ000961	20020606	0.0000	0.0000	0.0000	0.3000
SZ000961	20011015	0.0000	3.0000	7.5000	0.0000
SZ000961	20010606	0.0000	0.0000	0.0000	0.3000
SZ000962	20140613	0.0000	0.0000	0.0000	0.3000
SZ000962	20130621	0.0000	0.0000	0.0000	0.4000
SZ000962	20120612	0.0000	0.0000	0.0000	0.6000
SZ000962	20111102	0.0000	2.5000	10.6800	0.0000
SZ000962	20110610	0.0000	0.0000	0.0000	0.5000
SZ000962	20100610	0.0000	0.0000	0.0000	0.5000
SZ000962	20090611	0.0000	0.0000	0.0000	0.8000
SZ000962	20080606	0.0000	0.0000	0.0000	1.0000
SZ000962	20070613	0.0000	0.0000	0.0000	0.7000
SZ000962	20060613	0.0000	0.0000	0.0000	0.4500
SZ000962	20060316	3.4000	0.0000	0.0000	0.0000
SZ000962	20050429	0.0000	0.0000	0.0000	0.7500
SZ000962	20040510	0.0000	0.0000	0.0000	0.4000
SZ000962	20010911	2.0000	0.0000	0.0000	0.5000
SZ000962	20010327	0.0000	0.0000	0.0000	1.2500
SZ000962	20000828	8.0000	0.0000	0.0000	0.0000
SZ000963	20180613	5.0000	0.0000	0.0000	7.2000
SZ000963	20170524	10.0000	0.0000	0.0000	13.5000
SZ000963	20160616	0.0000	0.0000	0.0000	12.5000
SZ000963	20150508	0.0000	0.0000	0.0000	9.2000
SZ000963	20140626	0.0000	0.0000	0.0000	7.0000
SZ000963	20101025	0.0000	0.0000	0.0000	3.3000
SZ000963	20100528	0.0000	0.0000	0.0000	3.3000
SZ000963	20070427	0.0000	0.0000	0.0000	1.6000
SZ000963	20061101	4.2784	0.0000	0.0000	0.0000
SZ000963	20060713	0.0000	0.0000	0.0000	1.3500
SZ000963	20050722	0.0000	0.0000	0.0000	1.0000
SZ000963	20040525	0.0000	0.0000	0.0000	0.7000
SZ000963	20030815	0.0000	0.0000	0.0000	0.7000
SZ000963	20020711	10.0000	0.0000	0.0000	0.5000
SZ000963	20010704	0.0000	0.0000	0.0000	1.5000
SZ000963	20000712	0.0000	0.0000	0.0000	0.9000
SZ000965	20180521	1.0000	0.0000	0.0000	0.1000
SZ000965	20170615	0.0000	0.0000	0.0000	0.1200
SZ000965	20160520	0.0000	0.0000	0.0000	0.1400
SZ000965	20150421	0.0000	0.0000	0.0000	0.3100
SZ000965	20140404	0.0000	0.0000	0.0000	0.2200
SZ000965	20130618	0.0000	0.0000	0.0000	0.2100
SZ000965	20120521	5.0000	0.0000	0.0000	0.0000
SZ000965	20090515	5.0000	0.0000	0.0000	0.0000
SZ000965	20020611	1.0000	0.0000	0.0000	0.1300
SZ000966	20170622	0.0000	0.0000	0.0000	0.9000
SZ000966	20160623	10.0000	0.0000	0.0000	2.6000
SZ000966	20070613	0.0000	0.0000	0.0000	1.1000
SZ000966	20060731	3.5000	0.0000	0.0000	0.0000
SZ000966	20050531	0.0000	0.0000	0.0000	1.0000
SZ000966	20040712	0.0000	0.0000	0.0000	1.2000
SZ000966	20030627	0.0000	0.0000	0.0000	0.7000
SZ000966	20020620	0.0000	0.0000	0.0000	1.0000
SZ000966	20010615	2.0000	0.0000	0.0000	2.0000
SZ000966	20000623	0.0000	0.0000	0.0000	1.5000
SZ000967	20180629	0.0000	0.0000	0.0000	0.9000
SZ000967	20170623	4.9859	0.0000	0.0000	0.3989
SZ000967	20160705	5.0000	0.0000	0.0000	0.4000
SZ000967	20150529	0.0000	0.0000	0.0000	0.6000
SZ000967	20140606	0.0000	0.0000	0.0000	0.4000
SZ000967	20130628	2.0000	0.0000	0.0000	0.2000
SZ000967	20080606	5.0000	0.0000	0.0000	0.0000
SZ000967	20060921	1.7000	0.0000	0.0000	0.0000
SZ000967	20040716	0.0000	0.0000	0.0000	0.5000
SZ000967	20030826	0.0000	0.0000	0.0000	0.6000
