证券代码	更新日期	总股本(万股)	国家股	发起法人股	法人股	B股	Ｈ股	流通A股	职工股	A2转配股	总资产(千元)	流动资产	固定资产	无形资产	长期投资	流动负债	长期负债	资本公积金	每股公积金	股东权益	主营收入	主营利润	其他利润	营业利润	投资收益	补贴收入	营业外收支	损益调整	利润总额	税后利润	净利润	未分配利润	每股未分配	每股收益	每股净资	调整每股净资	股东权益比率	净资收益率	经营现金流入	经营现金流出	经营现金流量	投资现金流入	投资现金流出	投资现金流量	筹资现金流入	筹资现金流出	筹资现金流量	现金及等价物	应收帐款周转率	存货周转率	股东总数	发行价	发行量	主营业务增长率	税后利润增长率	净资产增长率	总资产增长率
SZ000001	20180930	1717041.125	0.000	15.615	15.615	0.000	0.000	1717024.625	0.000	0.000	3352056064.000	0.000	9374000.000	4722000.000	0.000	0.000	0.000	56465000.000	3.289	235231008.000	86664000.000	25767000.000	0.000	26614000.000	7099000.000	0.000	-48000.000	0.000	26566000.000	26566000.000	20456000.000	91973000.000	5.357	1.140	12.540	12.538	7.017	9.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000002	20180930	1103915.250	0.000	0.000	0.000	0.000	131495.547	971517.000	0.000	0.000	1432222080.000	1212408192.000	11165369.000	5076777.000	0.000	1044136384.000	172193888.000	8874858.000	0.804	140001408.000	176022144.000	48531616.000	0.000	31654122.000	2650012.750	0.000	7983.872	0.000	31662108.000	31662108.000	13984560.000	83817920.000	7.593	1.267	12.682	12.303	9.775	10.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000004	20180930	8397.668	0.000	5.000	5.000	0.000	0.000	8301.318	0.000	0.000	334707.750	204617.844	29229.725	23227.346	0.000	132661.188	4263.150	938.767	0.011	127071.266	256178.594	205983.625	0.000	-8483.871	3934.719	0.000	1610.232	0.000	-6873.638	-6873.638	-2591.750	31089.383	0.370	-0.031	1.513	1.451	37.965	-2.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000005	20180930	105853.688	0.000	4794.518	4794.518	0.000	0.000	95122.242	0.000	0.000	2906448.750	1170584.750	28977.385	59130.188	0.000	1360044.500	133456.656	688364.750	0.650	1329043.125	382999.969	131518.297	0.000	10741.008	-5289.209	0.000	1893.535	0.000	12634.543	12634.543	6531.952	-439274.313	-0.415	0.006	1.255	1.247	45.727	0.490	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000006	20180930	134999.500	0.000	0.000	0.000	0.000	0.000	134830.797	0.000	0.000	12463344.000	9639073.000	2672.992	0.000	0.000	4815261.000	1639733.000	484321.625	0.359	5826666.000	1593892.500	539382.125	0.000	638584.563	268374.625	0.000	1370.074	0.000	639954.625	639954.625	503240.063	2629078.750	1.947	0.373	4.316	4.301	46.750	8.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000007	20180930	34644.805	0.000	3750.000	3750.000	0.000	0.000	30894.805	0.000	0.000	425326.250	140820.766	67177.297	280.083	0.000	42173.223	1430.190	157024.156	0.453	378263.688	32261.555	22042.092	0.000	-11794.584	4603.773	0.000	-1370.008	0.000	-13164.594	-13164.594	-8660.637	-134207.438	-0.387	-0.025	1.092	1.085	88.935	-2.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000008	20180930	281832.969	0.000	546.832	546.832	0.000	0.000	254462.453	0.000	0.000	9887942.000	5096336.000	243621.063	213045.563	0.000	2390790.250	318233.688	2901501.500	1.030	7103097.500	1289516.500	611879.063	0.000	171740.438	21834.260	0.000	3625.027	0.000	175365.469	175365.469	123560.906	1482626.125	0.526	0.044	2.520	2.516	71.836	1.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000009	20180930	214934.500	0.000	2077.783	2077.783	0.000	0.000	211978.906	0.000	0.000	28801284.000	19594468.000	3640530.500	1032617.125	0.000	11867009.000	6956650.500	804606.000	0.374	5088411.000	6649259.000	2181280.500	0.000	349486.500	377290.000	0.000	27205.559	0.000	376692.063	376692.063	98609.078	1860382.500	0.866	0.046	2.367	2.286	17.667	1.950	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000010	20180930	81985.469	0.000	21573.236	21573.236	0.000	0.000	52217.137	0.000	0.000	3824096.250	3233725.250	86624.922	11411.703	0.000	2673488.750	20676.512	1495371.500	1.824	964295.625	187352.344	12970.246	0.000	-190176.969	12572.771	0.000	3114.884	0.000	-187062.094	-187062.094	-191965.391	-1362699.000	-1.662	-0.234	1.176	1.163	25.216	-18.120	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000011	20180930	59597.910	0.000	189.498	189.498	6760.524	0.000	17586.262	0.000	0.000	4884499.000	3991457.250	30435.984	0.000	0.000	1939359.500	59037.258	118938.133	0.200	2885240.000	1199003.625	226812.828	0.000	188920.844	1398.021	0.000	206.685	0.000	189127.516	189127.516	144188.688	1876713.625	3.149	0.242	4.841	4.837	59.069	4.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000012	20180930	286327.719	0.000	0.000	0.000	100851.070	0.000	177713.797	0.000	0.000	19846932.000	5500458.000	10590181.000	1039018.250	0.000	6947203.000	3603147.750	1094514.500	0.382	8956264.000	8151251.000	1851066.250	0.000	568190.375	0.000	0.000	6728.765	0.000	574919.125	574919.125	469116.313	4504695.500	1.573	0.170	3.128	3.123	45.127	5.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000013	20091231	30335.498	0.000	0.000	0.000	0.000	0.000	5132.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.772	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-12.656	0.000	-10.880	-10.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000014	20180930	20170.520	0.000	0.000	0.000	0.000	0.000	20170.520	0.000	0.000	1826060.000	1653621.500	15769.879	225.166	0.000	954942.500	71250.000	9965.893	0.049	741060.125	185997.516	44460.523	0.000	-9805.591	0.000	0.000	15649.218	0.000	5843.627	5843.627	2264.616	310229.031	1.538	0.011	3.674	3.660	40.583	0.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000016	20180930	240794.547	0.000	0.000	0.000	81135.164	0.000	159657.438	0.000	0.000	31459422.000	22023376.000	2305024.750	498801.000	0.000	20588216.000	1431520.625	104732.250	0.043	8015668.000	29761730.000	1648243.750	0.000	415378.438	802351.875	0.000	30980.578	0.000	446359.031	446359.031	429834.688	4299873.000	1.786	0.178	3.329	3.283	25.479	5.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000017	20180930	55134.793	0.000	0.000	0.000	24836.299	0.000	30298.102	0.000	0.000	70158.055	63640.426	3681.555	1694.250	0.000	50060.836	0.000	627834.313	1.139	16982.945	101250.273	10157.491	0.000	1431.694	0.000	0.000	176.288	0.000	1607.982	1607.982	1084.675	-1194872.500	-2.167	0.002	0.031	0.031	24.207	6.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000018	20180930	169824.500	0.000	0.000	0.000	26380.322	0.000	99558.469	0.000	0.000	10995888.000	9082308.000	327341.000	146102.047	0.000	8177220.000	618350.063	-1299349.750	-0.765	2085798.500	2259055.250	285529.250	0.000	-173156.344	5171.892	0.000	204224.531	0.000	31068.186	31068.186	25482.633	1464719.750	0.863	0.015	1.228	1.223	18.969	1.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000019	20180930	115253.523	0.000	1538.483	1538.483	5174.928	0.000	41595.465	0.000	0.000	1009124.250	487472.438	297813.875	182142.688	0.000	65042.766	12458.604	358999.375	4.840	916946.313	216769.094	54586.414	0.000	-29000.871	505.513	0.000	-194.391	0.000	-29195.264	-29195.264	-29974.223	6428.212	0.006	-0.026	5.893	5.886	90.866	-3.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000020	20180930	28316.123	0.000	0.000	0.000	10199.584	0.000	18116.539	0.000	0.000	610025.563	326221.938	176591.391	42188.594	0.000	288790.719	64.411	146587.281	0.518	321170.469	489960.250	46861.035	0.000	-242.810	293.005	0.000	1230.364	0.000	987.554	987.554	497.495	-185969.609	-0.657	0.002	1.134	1.132	52.649	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000021	20180930	147125.938	0.000	0.000	0.000	0.000	0.000	146932.703	0.000	0.000	14198195.000	8744753.000	2508732.250	575135.375	0.000	7765152.000	173332.563	678232.625	0.461	6180257.500	12611111.000	465147.625	0.000	580360.563	91787.750	0.000	-291.988	0.000	580068.563	580068.563	440835.594	2603703.750	1.770	0.300	4.201	4.069	43.528	7.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000022	20180930	64476.371	0.000	0.000	0.000	17959.322	0.000	46501.039	0.000	0.000	7359309.500	930257.875	3056547.750	1097908.250	0.000	1118374.500	631008.625	167480.391	0.260	4623725.500	1785603.250	823378.625	0.000	726549.125	79648.352	0.000	3284.131	0.000	729833.250	729833.250	453216.938	3168857.000	4.915	0.703	7.171	7.091	62.828	9.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000023	20180930	13875.624	0.000	0.000	0.000	0.000	0.000	13875.624	0.000	0.000	2126283.000	1909114.000	135609.250	4355.989	0.000	1642200.625	4155.641	102532.391	0.739	415887.375	995335.250	88042.539	0.000	16621.096	149.815	0.000	-1036.303	0.000	15584.793	15584.793	10634.822	123401.859	0.889	0.077	2.997	2.834	19.559	2.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000025	20180930	29728.160	0.000	0.000	0.000	2640.000	0.000	27088.160	0.000	0.000	1542080.500	581290.125	548534.875	51334.824	0.000	440046.375	53375.047	565226.313	1.901	999099.500	290580.875	61189.645	0.000	39117.754	24781.246	0.000	-62.301	0.000	39055.453	39055.453	35840.453	133639.047	0.449	0.121	3.361	3.355	64.789	3.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000026	20180930	43874.488	0.000	0.000	0.000	8164.800	0.000	35671.637	0.000	0.000	3617355.250	2471398.000	461097.500	44255.219	0.000	998055.750	68163.133	1062455.625	2.422	2551130.500	2564688.000	1057232.125	0.000	211393.578	93.013	0.000	-0.296	0.000	211393.281	211393.281	162661.094	846396.750	1.929	0.371	5.815	5.542	70.525	6.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000027	20180930	396449.156	0.000	0.000	0.000	0.000	0.000	396449.156	0.000	0.000	81132752.000	18844550.000	33245924.000	4033147.500	0.000	21801008.000	34876824.000	3998667.250	1.009	21087018.000	12376656.000	2634406.250	0.000	892417.750	205973.563	0.000	24127.959	0.000	916545.625	916545.625	603863.000	8464659.000	2.135	0.152	5.319	5.306	25.991	2.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000028	20180930	42812.699	0.000	511.430	511.430	5488.560	0.000	30774.436	0.000	0.000	28244710.000	24005142.000	556542.500	310687.063	0.000	14412810.000	279517.969	4002536.000	9.349	11016212.000	31766708.000	3562413.000	0.000	1246099.000	241677.047	0.000	4881.242	0.000	1250980.250	1250980.250	926971.563	6371486.000	14.882	2.165	25.731	25.110	39.003	9.210	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000029	20180930	101166.000	0.000	0.000	0.000	12000.000	0.000	89166.000	0.000	0.000	4447438.500	3685902.500	34916.313	0.000	0.000	1357718.875	19491.982	978244.938	0.967	3199567.250	1600129.875	576617.375	0.000	502487.938	827.100	0.000	166.604	0.000	502654.531	502654.531	374000.344	1116625.250	1.104	0.370	3.163	3.162	71.942	12.410	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000030	20180930	181055.219	0.000	0.000	0.000	4781.892	0.000	175056.219	0.000	0.000	11237469.000	5530474.500	2044034.875	446126.813	0.000	3473901.250	843870.313	532966.188	0.294	6162475.000	5688410.500	824316.500	0.000	687007.250	522108.719	0.000	6389.876	0.000	693397.188	693397.188	661116.375	3289457.500	1.817	0.365	3.404	3.400	54.839	11.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000031	20180930	181373.156	0.000	0.000	0.000	0.000	0.000	181372.281	0.000	0.000	89416488.000	77527024.000	496506.188	51085.344	0.000	49198780.000	27468824.000	0.000	0.000	7370865.000	7871229.500	2509116.000	0.000	1932227.625	710287.250	0.000	2132.304	0.000	1934360.000	1934360.000	908104.438	4406420.500	2.430	0.500	4.064	4.054	8.243	12.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000032	20180930	41321.965	0.000	0.000	0.000	0.000	0.000	27943.719	0.000	0.000	2142679.000	1648146.125	78768.250	247073.344	0.000	634046.875	24262.980	43410.219	0.105	1331907.625	1166940.250	228231.234	0.000	100894.930	5202.104	0.000	5775.900	0.000	106670.844	106670.844	83498.664	622421.000	1.506	0.202	3.223	3.206	62.161	5.330	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000033	20140930	32940.203	0.000	0.000	0.000	0.000	0.000	32940.203	0.000	0.000	505015.375	45249.566	274911.375	173.334	0.000	39337.676	212088.563	100317.984	0.305	253589.141	62232.898	25951.840	0.000	25951.840	0.000	0.000	-4987.741	0.000	-18285.977	0.000	-18285.977	-185947.438	-0.564	-0.056	0.770	0.000	50.214	-6.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000034	20180930	65407.043	0.000	2960.970	2960.970	0.000	0.000	35796.992	0.000	0.000	24802138.000	19166570.000	195340.375	2570398.500	0.000	20160256.000	955010.375	2380627.750	3.640	3676181.250	53354576.000	2318877.750	0.000	407131.750	38958.609	0.000	17202.520	0.000	424334.313	424334.313	344396.531	567016.188	0.867	0.526	5.621	5.596	14.822	9.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000035	20180930	135152.141	0.000	0.000	0.000	0.000	0.000	128108.953	0.000	0.000	8406893.000	1736242.625	1300803.375	2823452.750	0.000	3669152.750	1514496.250	1678964.500	1.242	3186549.750	1367363.500	465229.000	0.000	227998.922	-308.962	0.000	2744.488	0.000	230743.406	230743.406	166646.578	1062734.000	0.786	0.123	2.358	2.329	37.904	5.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000036	20180930	114148.773	0.000	0.000	0.000	0.000	0.000	113634.344	0.000	0.000	11422380.000	9232256.000	869693.875	6709.741	0.000	4397674.500	1707362.375	237896.406	0.208	4590679.500	2710683.000	1213052.375	0.000	1071720.750	17740.287	0.000	161.336	0.000	1071882.125	1071882.125	738235.875	2858304.500	2.504	0.647	4.022	3.999	40.190	15.450	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000037	20180930	60276.258	0.000	0.000	0.000	26385.445	0.000	33889.402	0.000	0.000	3210638.750	1545666.250	1394121.375	46606.727	0.000	1061220.375	91629.180	362770.938	0.602	1995793.500	1619839.875	140909.922	0.000	48185.750	-1664.189	0.000	-911.743	0.000	47274.008	47274.008	37175.398	697351.563	1.157	0.060	3.311	3.311	62.162	1.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000038	20180930	52277.742	0.000	3709.115	3709.115	0.000	0.000	17982.668	0.000	0.000	5866577.500	3275831.500	85196.188	61488.781	0.000	440358.313	24353.771	4313368.000	8.251	5402799.000	2098481.500	331325.469	0.000	271970.469	10148.517	0.000	-617.136	0.000	271353.344	271353.344	220063.844	529262.625	1.012	0.421	10.335	10.331	92.095	4.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000039	20180930	298496.156	0.000	0.000	0.000	0.000	171657.656	126762.227	0.000	0.000	149693008.000	73339328.000	23216176.000	4663837.000	0.000	71482008.000	33759524.000	4083801.000	1.368	32324640.000	66906144.000	9630204.000	0.000	3952711.000	-64746.000	0.000	74117.000	0.000	4026828.000	4026828.000	2317046.000	21045996.000	7.051	0.759	10.829	10.725	21.594	7.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000040	20180930	148687.391	0.000	42578.965	42578.965	0.000	0.000	106031.336	0.000	0.000	29236972.000	18644096.000	5078919.000	87605.641	0.000	9034151.000	7325735.000	8873618.000	7.181	12831248.000	5294317.000	925285.938	0.000	1620867.750	1337649.750	0.000	-28354.422	0.000	1592513.500	1592513.500	1404604.250	2429399.250	1.634	0.945	9.944	9.810	43.887	11.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000042	20180930	66483.117	0.000	17683.467	17683.467	0.000	0.000	48521.719	0.000	0.000	45494324.000	39788596.000	1303724.375	4708.314	0.000	27854740.000	10001884.000	2507287.250	3.771	7074737.500	7080074.000	1969935.250	0.000	1183061.750	28937.980	0.000	4981.747	0.000	1188043.500	1188043.500	757554.000	3381581.000	5.086	1.140	10.641	10.635	15.551	11.240	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000043	20180930	66696.141	0.000	0.000	0.000	0.000	0.000	66681.969	0.000	0.000	17301104.000	9525856.000	601430.313	10922.633	0.000	7203144.000	5089993.500	541513.000	0.812	4945191.500	4008861.250	738644.250	0.000	980278.750	897401.125	0.000	4891.165	0.000	985169.938	985169.938	830673.188	3418597.000	5.126	1.245	7.415	7.307	28.583	18.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000045	20180930	51127.414	0.000	0.000	0.000	4935.600	0.000	45708.859	0.000	0.000	4509489.500	3020847.500	1007261.188	38233.645	0.000	809947.438	171130.313	1871178.250	3.660	2413288.000	1071558.000	81966.859	0.000	8113.034	44193.129	0.000	1152.114	0.000	9265.147	9265.147	12268.759	-19997.328	-0.039	0.024	4.720	4.718	53.516	0.510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000046	20180930	519620.063	0.000	9583.333	9583.333	0.000	0.000	509287.906	0.000	0.000	207908784.000	148533824.000	1019725.313	104719.500	0.000	108730416.000	69802096.000	5647534.000	1.087	21167984.000	2492035.250	855845.500	0.000	891313.063	811328.875	0.000	1117154.875	0.000	2008468.000	2008468.000	1817168.000	8490095.000	1.634	0.350	4.074	4.041	10.181	8.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000048	20180930	39076.867	0.000	0.000	0.000	0.000	0.000	38539.227	0.000	0.000	5100364.500	3983193.000	627192.938	103499.953	0.000	2559343.750	1217642.875	46047.520	0.118	1099455.375	1640425.625	360385.344	0.000	144781.156	4285.395	0.000	-2004.010	0.000	142777.141	142777.141	89298.281	602515.125	1.542	0.228	2.814	2.744	21.556	8.470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000049	20180930	20524.373	0.000	0.000	0.000	0.000	0.000	20524.373	0.000	0.000	9427369.000	8121700.000	677144.938	56957.379	0.000	7174474.500	160311.156	5727.097	0.028	1626504.250	11692456.000	937789.438	0.000	462807.625	8947.347	0.000	-1566.804	0.000	461240.781	461240.781	274526.344	1350806.250	6.582	1.338	7.925	5.858	17.253	18.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000050	20180930	204812.313	0.000	0.000	0.000	0.000	0.000	140096.984	0.000	0.000	60475920.000	15596324.000	29522078.000	2129397.250	0.000	19617260.000	14569206.000	20135888.000	9.831	26289456.000	21739418.000	3253502.250	0.000	1326089.875	118346.211	0.000	29130.193	0.000	1355220.000	1355220.000	1275076.750	3999475.000	1.953	0.624	12.836	12.637	43.471	4.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000055	20180930	115548.172	0.000	0.000	0.000	47576.621	0.000	67829.820	0.000	0.000	7654060.500	4373600.500	460150.031	80953.867	0.000	2829263.750	1542861.750	1454.191	0.001	3281935.250	2235301.250	592637.375	0.000	398845.688	57877.047	0.000	6840.965	0.000	405686.688	405686.688	321470.000	2007114.875	1.737	0.280	2.840	2.831	42.878	9.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000056	20180930	117534.539	0.000	0.000	0.000	24199.422	0.000	90476.195	0.000	0.000	12758634.000	2565882.750	51962.129	3263.368	0.000	1767537.750	5303494.000	1933586.250	1.645	5399772.000	685063.375	429556.875	0.000	222992.672	105622.469	0.000	3936.018	0.000	226928.688	226928.688	151892.281	2320964.000	1.975	0.130	4.594	4.555	42.322	2.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000058	20180930	123565.625	0.000	0.000	0.000	24643.012	0.000	53802.582	0.000	0.000	6219276.000	4499978.000	58654.730	31768.348	0.000	2658166.000	953727.875	156892.828	0.127	1978103.250	1444642.625	408015.875	0.000	302240.406	59390.855	0.000	-10009.088	0.000	292231.313	292231.313	138066.656	446743.813	0.361	0.112	1.601	1.512	31.806	7.090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000059	20180930	159944.250	0.000	0.000	0.000	0.000	0.000	159943.906	0.000	0.000	29845384.000	12783514.000	13321162.000	1391079.250	0.000	11919455.000	4213387.500	6202433.000	3.878	13177805.000	25369930.000	3709901.250	0.000	1462254.000	3755.387	0.000	-13752.353	0.000	1448501.750	1448501.750	1059116.875	4854171.000	3.035	0.662	8.239	8.150	44.154	9.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000060	20180930	356968.531	0.000	0.000	0.000	0.000	0.000	356822.156	0.000	0.000	19676094.000	7683634.000	5553623.000	3073787.500	0.000	6527625.500	2466235.250	1544585.625	0.433	10259941.000	16970872.000	1772360.125	0.000	1077332.250	90257.695	0.000	-1030.980	0.000	1076301.375	1076301.375	769742.813	4540587.000	1.272	0.220	2.874	2.870	52.144	7.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000061	20180930	169696.406	0.000	0.000	0.000	0.000	0.000	169500.500	0.000	0.000	18865696.000	3910550.250	1896504.000	2052938.125	0.000	7244017.500	5246615.500	2665337.250	1.571	4775702.000	1698817.625	634213.688	0.000	203376.156	109543.039	0.000	-19509.219	0.000	183866.938	183866.938	47234.125	175634.234	0.104	0.028	2.814	2.699	25.314	0.990	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000062	20180930	72131.680	0.000	0.000	0.000	0.000	0.000	70582.234	0.000	0.000	10350240.000	6339994.000	292728.125	184448.000	0.000	4398948.000	1024579.000	980678.625	1.360	4533521.000	8219271.000	1311926.250	0.000	746908.500	87957.375	0.000	2159.108	0.000	749067.625	749067.625	518968.313	2509430.500	3.479	0.720	6.285	6.192	43.801	11.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ000063	20180930	419267.188	0.000	0.000	0.000	0.000	75550.250	343412.438	0.000	0.000	124214720.000	88177968.000	8682777.000	4803258.000	0.000	80604160.000	9234620.000	11449634.000	2.731	22720076.000	58766184.000	18496678.000	0.000	-682882.000	-269769.000	0.000	-6865919.000	0.000	-7548801.000	-7548801.000	-7259723.000	6889594.000	1.643	-1.730	5.420	3.580	18.291	-27.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
