证券代码	更新日期	总股本(万股)	国家股	发起法人股	法人股	B股	Ｈ股	流通A股	职工股	A2转配股	总资产(千元)	流动资产	固定资产	无形资产	长期投资	流动负债	长期负债	资本公积金	每股公积金	股东权益	主营收入	主营利润	其他利润	营业利润	投资收益	补贴收入	营业外收支	损益调整	利润总额	税后利润	净利润	未分配利润	每股未分配	每股收益	每股净资	调整每股净资	股东权益比率	净资收益率	经营现金流入	经营现金流出	经营现金流量	投资现金流入	投资现金流出	投资现金流量	筹资现金流入	筹资现金流出	筹资现金流量	现金及等价物	应收帐款周转率	存货周转率	股东总数	发行价	发行量	主营业务增长率	税后利润增长率	净资产增长率	总资产增长率
SZ002673	20180930	350183.969	0.000	0.000	0.000	0.000	0.000	350183.969	0.000	0.000	53569424.000	0.000	192827.578	156930.375	0.000	0.000	0.000	9501180.000	2.713	17547528.000	1626557.625	409454.250	0.000	424132.750	995271.750	0.000	47547.699	0.000	471680.469	471680.469	343988.281	2021839.750	0.577	0.100	5.011	5.011	32.757	1.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002674	20180930	30208.217	0.000	854.639	854.639	0.000	0.000	24042.307	0.000	0.000	2676377.250	1997723.000	525337.438	42604.961	0.000	410823.406	10582.354	1357490.625	4.494	2254971.250	1270044.625	127922.438	0.000	67106.008	-1305.434	0.000	-3024.328	0.000	64081.680	64081.680	55155.695	498937.813	1.652	0.183	7.465	7.465	84.255	2.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002675	20180930	80221.430	0.000	4420.228	4420.228	0.000	0.000	63027.723	0.000	0.000	6826832.000	2762715.000	685999.063	165785.953	0.000	1728769.500	536594.313	2379599.500	2.966	4131834.500	1630586.125	911437.625	0.000	339241.188	22023.982	0.000	3792.350	0.000	343033.500	343033.500	193702.969	795706.875	0.992	0.266	5.150	5.109	60.523	5.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002676	20180930	72000.000	0.000	0.000	0.000	0.000	0.000	71996.484	0.000	0.000	1797127.625	1076826.000	541181.188	102176.836	0.000	740125.563	22734.285	60724.094	0.084	1016418.438	1255821.375	203668.875	0.000	-16301.275	128.000	0.000	926.726	0.000	-15374.550	-15374.550	-13878.537	193566.531	0.269	-0.019	1.412	1.380	56.558	-1.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002677	20180930	64605.164	0.000	0.000	0.000	0.000	0.000	28594.941	0.000	0.000	1672739.875	911601.000	331984.250	101275.266	0.000	434335.938	3066.689	103513.266	0.160	1235337.250	933254.250	469509.750	0.000	290751.813	7900.521	0.000	-648.572	0.000	290103.250	290103.250	247320.313	416218.281	0.644	0.380	1.912	1.912	73.851	19.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002678	20180930	135832.031	0.000	0.000	0.000	0.000	0.000	135701.438	0.000	0.000	4086416.000	2389030.250	698653.063	206213.422	0.000	638309.938	156828.781	981356.313	0.723	3256873.750	1551834.500	452711.625	0.000	171515.063	8124.712	0.000	-2069.423	0.000	169445.641	169445.641	142872.906	779349.875	0.574	0.110	2.398	2.395	79.700	4.410	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002679	20180930	23575.600	0.000	0.000	0.000	0.000	0.000	23575.600	0.000	0.000	1662794.875	1496675.750	21119.170	22063.746	0.000	392107.344	544748.188	244549.938	1.037	725504.688	89029.016	62417.266	0.000	10607.642	1466.202	0.000	2180.805	0.000	12788.447	12788.447	12842.363	221088.313	0.938	0.050	3.077	3.073	43.632	1.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002681	20180930	206462.563	0.000	786.145	786.145	0.000	0.000	110486.820	0.000	0.000	8779626.000	3035937.500	997943.375	306483.250	0.000	1708564.000	688286.000	2705903.750	1.311	6378764.000	2411795.000	519870.781	0.000	302236.281	12635.756	0.000	1199.995	0.000	303436.281	303436.281	261894.656	1525527.625	0.739	0.163	3.089	3.072	72.654	4.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002682	20180930	56236.859	0.000	6642.417	6642.417	0.000	0.000	43211.734	0.000	0.000	8500676.000	4578527.500	1644460.625	796032.188	0.000	3500685.500	1722815.625	1393183.125	2.477	2770889.000	3130322.250	407736.719	0.000	138506.125	-39469.777	0.000	14300.059	0.000	152806.188	152806.188	91334.297	739005.750	1.314	0.160	4.927	4.874	32.596	3.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002683	20180930	70710.898	0.000	0.000	0.000	0.000	0.000	59791.410	0.000	0.000	6596513.000	3832780.250	1075741.750	175530.406	0.000	2560066.500	704009.313	1463384.375	2.069	2958382.750	3074492.000	635055.500	0.000	229232.719	16529.504	0.000	-2673.566	0.000	226559.156	226559.156	153357.281	713742.125	1.009	0.217	4.184	4.153	44.848	5.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002684	20180930	56737.438	0.000	8712.122	8712.122	0.000	0.000	39008.574	0.000	0.000	10073398.000	4860685.500	2084695.125	185269.453	0.000	6539392.500	1373595.000	2007860.000	3.539	2107305.250	1145353.250	43598.961	0.000	-657740.875	3624.036	0.000	-980.640	0.000	-658721.563	-658721.563	-587456.313	-490392.969	-0.864	-1.040	3.714	3.559	20.920	-24.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002685	20180930	100769.063	0.000	842.857	842.857	0.000	0.000	69885.586	0.000	0.000	6089861.000	3371090.250	227785.031	131465.750	0.000	1294997.500	7635.774	3025085.500	3.002	4664038.000	6859635.000	626690.813	0.000	415998.781	1116.965	0.000	9215.508	0.000	425214.313	425214.313	344903.781	591184.875	0.587	0.342	4.628	4.626	76.587	7.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002686	20180930	44296.176	0.000	0.000	0.000	0.000	0.000	32820.613	0.000	0.000	3546862.000	1829975.750	597560.125	349877.000	0.000	1101901.875	623952.500	496523.156	1.121	1544766.375	1092549.875	303200.531	0.000	80758.078	15683.896	0.000	3184.260	0.000	83942.344	83942.344	76859.359	568825.625	1.284	0.174	3.487	3.484	43.553	5.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002687	20180930	35485.199	0.000	0.000	0.000	0.000	0.000	31942.199	0.000	0.000	1414265.750	719302.875	481325.750	99106.055	0.000	325081.156	34258.164	357164.031	1.007	1019349.750	648199.750	322896.500	0.000	85194.852	-2.043	0.000	-2771.074	0.000	82423.781	82423.781	59016.168	227457.000	0.641	0.170	2.873	2.872	72.076	5.830	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002688	20180930	63528.965	0.000	9068.966	9068.966	0.000	0.000	53258.809	0.000	0.000	3191328.500	1200283.875	757367.250	679293.875	0.000	1008723.438	435951.375	445121.094	0.701	1641481.125	1111011.000	405659.563	0.000	154511.531	0.000	0.000	677.256	0.000	155188.781	155188.781	128903.516	477769.750	0.752	0.200	2.584	2.578	51.436	8.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002689	20180930	104331.070	0.000	0.000	0.000	0.000	0.000	104082.055	0.000	0.000	2471915.250	1563320.250	476147.563	270540.938	0.000	957859.000	155246.688	23630.400	0.023	1363313.875	723883.188	169310.797	0.000	-14389.809	0.000	0.000	-640.753	0.000	-15030.562	-15030.562	-12523.496	215630.281	0.207	-0.013	1.307	1.307	55.152	-0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002690	20180930	67600.000	0.000	0.000	0.000	0.000	0.000	32739.543	0.000	0.000	2550868.500	2218368.000	213404.969	34573.609	0.000	305588.500	64577.656	396735.125	0.587	2180702.250	860625.125	461332.813	0.000	370328.438	44202.207	0.000	-5.233	0.000	370323.188	370323.188	319890.156	755559.750	1.118	0.473	3.226	3.224	85.489	14.570	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002691	20180930	34000.000	0.000	0.000	0.000	0.000	0.000	33909.012	0.000	0.000	979968.438	713661.563	188779.922	66832.859	0.000	74888.055	32293.947	302278.625	0.889	872786.375	273127.250	87529.219	0.000	14998.663	101.026	0.000	-610.642	0.000	14388.020	14388.020	11730.906	199807.875	0.588	0.030	2.567	2.566	89.063	1.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002692	20180930	71814.602	0.000	0.000	0.000	0.000	0.000	71538.391	0.000	0.000	3167630.500	2540321.500	445032.938	98272.813	0.000	1639801.250	3200.722	149794.234	0.209	1525433.625	2231649.750	367305.813	0.000	45287.066	1.449	0.000	-888.703	0.000	44398.363	44398.363	35643.078	576035.500	0.802	0.050	2.124	2.122	48.157	2.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002693	20180930	40500.000	0.000	0.000	0.000	0.000	0.000	40338.434	0.000	0.000	1182239.500	414022.563	654405.188	70877.359	0.000	111983.914	356570.813	338749.750	0.836	558955.563	259101.281	157329.813	0.000	-48211.508	1563.614	0.000	178.927	0.000	-48032.582	-48032.582	-32451.961	-218956.234	-0.541	-0.080	1.380	1.373	47.279	-5.640	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002694	20180930	59719.680	0.000	0.000	0.000	0.000	0.000	49861.922	0.000	0.000	3100377.000	1540868.750	715135.250	250899.766	0.000	1803689.250	51513.785	329871.594	0.552	1113322.750	1278675.750	235810.453	0.000	15106.181	0.000	0.000	4429.541	0.000	19535.721	19535.721	17437.607	337591.281	0.565	0.030	1.864	1.858	35.909	1.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002695	20180930	51388.313	0.000	0.000	0.000	0.000	0.000	45312.027	0.000	0.000	2487280.250	1701398.000	547000.750	97148.898	0.000	315457.500	166439.406	710869.938	1.383	1966810.000	1455073.000	490319.875	0.000	218254.609	1688.957	0.000	704.982	0.000	218959.594	218959.594	168793.563	674098.125	1.312	0.330	3.827	3.785	79.075	9.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002696	20180930	39531.070	0.000	4587.705	4587.705	0.000	0.000	21026.270	0.000	0.000	3693969.500	1515714.000	691301.500	117249.109	0.000	1304692.125	26678.961	1331318.750	3.368	2249514.250	2176384.000	522950.500	0.000	143143.656	6943.867	0.000	4086.649	0.000	147230.313	147230.313	129880.359	494729.969	1.252	0.329	5.690	5.625	60.897	5.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002697	20180930	136000.000	0.000	0.000	0.000	0.000	0.000	98642.406	0.000	0.000	4569275.500	2619865.500	1125252.625	321005.281	0.000	2021468.875	0.000	43743.156	0.032	2545966.000	5460897.000	1553037.250	0.000	293540.563	37066.727	0.000	-430.174	0.000	293110.375	293110.375	255929.313	1001071.938	0.736	0.190	1.872	1.847	55.719	10.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002698	20180930	68170.000	0.000	0.000	0.000	0.000	0.000	54443.063	0.000	0.000	3269801.250	2579820.250	202589.047	67167.156	0.000	1100552.750	83834.953	224886.266	0.330	2008910.125	631388.625	247217.844	0.000	137968.906	19003.820	0.000	-1329.419	0.000	136639.484	136639.484	131085.609	959484.688	1.408	0.192	2.947	2.946	61.438	6.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002699	20180930	90957.273	0.000	837.356	837.356	0.000	0.000	74449.750	0.000	0.000	4401552.500	2117537.000	247261.094	53502.141	0.000	666922.000	99951.000	2007387.000	2.207	3601029.500	620760.688	219274.859	0.000	132440.469	27186.436	0.000	1024.385	0.000	133464.859	133464.859	113152.625	641122.375	0.705	0.120	3.959	3.954	81.813	3.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002700	20180930	42242.688	0.000	0.000	0.000	0.000	0.000	31313.088	0.000	0.000	1199352.625	722885.875	384450.594	66710.633	0.000	169558.531	315.640	23754.832	0.056	993835.750	256369.469	83219.203	0.000	53467.227	0.000	0.000	770.312	0.000	54237.539	54237.539	45983.594	485400.000	1.149	0.109	2.353	2.349	82.864	4.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002701	20180930	235522.563	0.000	0.000	0.000	0.000	0.000	235335.250	0.000	0.000	14178591.000	5258692.000	4374758.000	530693.313	0.000	5207620.000	2810417.750	-22020.988	-0.009	5898720.500	6249925.000	1632734.250	0.000	1007360.688	70742.414	0.000	-3687.512	0.000	1003673.188	1003673.188	702121.813	3342265.250	1.419	0.301	2.504	2.464	41.603	12.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002702	20180930	48076.000	0.000	0.000	0.000	0.000	0.000	31883.500	0.000	0.000	1006383.500	588570.375	305716.531	16902.408	0.000	205223.250	3996.384	103443.758	0.215	797163.875	728646.563	224980.281	0.000	32283.832	7134.451	0.000	390.707	0.000	32674.541	32674.541	26794.914	181716.563	0.378	0.056	1.658	1.657	79.211	3.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002703	20180930	78964.461	0.000	0.000	0.000	0.000	21678.500	55306.594	0.000	0.000	2076129.250	1163037.250	584900.188	92468.742	0.000	543411.375	53850.254	182573.406	0.231	1466508.250	886165.563	139076.859	0.000	-10168.919	3020.563	0.000	133.325	0.000	-10035.594	-10035.594	-5395.018	359377.938	0.455	-0.007	1.857	1.857	70.637	-0.370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002705	20180930	81343.773	0.000	34481.895	34481.895	0.000	0.000	46332.125	0.000	0.000	7180739.000	4503580.500	1749214.500	475747.344	0.000	3328244.500	1309.211	1227223.625	1.509	3837259.000	6252056.000	1178073.125	0.000	416382.625	-12195.450	0.000	7598.697	0.000	423981.281	423981.281	358128.563	1552523.875	1.909	0.440	4.717	4.639	53.438	9.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002706	20180930	78525.070	0.000	0.000	0.000	0.000	0.000	54663.777	0.000	0.000	2174485.500	1403441.875	243997.641	60047.637	0.000	378824.250	5843.686	376506.531	0.479	1789817.625	1226111.750	514314.656	0.000	238328.531	15201.161	0.000	21258.734	0.000	259587.281	259587.281	219752.422	574156.375	0.731	0.280	2.279	2.243	82.310	10.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002707	20180930	85197.000	0.000	0.000	0.000	0.000	0.000	52855.145	0.000	0.000	6105683.000	3993032.250	74052.141	58001.543	0.000	2902148.750	623327.125	402748.406	0.473	2413729.000	9389679.000	979742.375	0.000	313329.031	27713.787	0.000	2894.141	0.000	316223.188	316223.188	208826.641	1029523.250	1.208	0.245	2.648	2.574	39.533	8.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002708	20180930	46886.109	0.000	17495.086	17495.086	0.000	0.000	24023.625	0.000	0.000	2294551.250	1083838.500	937815.063	144378.219	0.000	699466.375	72285.117	750016.250	1.600	1522799.750	1014279.250	210651.406	0.000	23261.457	0.000	0.000	407.836	0.000	23669.295	23669.295	22254.502	270234.594	0.576	0.047	3.248	3.246	66.366	1.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002709	20180930	33946.969	0.000	0.000	0.000	0.000	0.000	19509.549	0.000	0.000	4828231.500	2457894.000	1073124.125	270955.969	0.000	1712767.375	136034.109	1073261.750	3.162	2830362.000	1496948.000	337261.250	0.000	561793.625	502160.563	0.000	-748.045	0.000	561045.563	561045.563	472538.719	1358943.625	4.003	1.392	8.338	8.289	58.621	17.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002711	20180930	105607.039	0.000	0.000	0.000	0.000	0.000	105016.695	0.000	0.000	3660583.000	2707389.750	221999.656	210349.078	0.000	1669052.250	22386.863	53459.770	0.051	1898559.500	4889989.000	217796.813	0.000	256386.938	155265.188	0.000	2456.585	0.000	258843.516	258843.516	195570.281	685732.500	0.649	0.190	1.798	1.786	51.865	11.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002712	20180930	58120.250	0.000	7912.276	7912.276	0.000	0.000	29743.326	0.000	0.000	5170378.000	2905676.250	7057.331	27683.055	0.000	1668244.500	4004.885	1889174.750	3.250	3475313.500	4195410.000	455003.688	0.000	224674.656	3906.595	0.000	91.670	0.000	224766.328	224766.328	199905.547	943772.375	1.624	0.350	5.979	5.915	67.216	5.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002713	20180930	26266.557	0.000	17140.641	17140.641	0.000	0.000	7662.153	0.000	0.000	3368671.250	1839738.000	564622.750	106484.688	0.000	2099317.500	91952.266	617213.000	2.350	1057483.625	2940004.000	1035986.375	0.000	185385.391	40325.191	0.000	8060.697	0.000	193446.078	193446.078	84471.102	79045.164	0.301	0.320	4.026	3.923	31.392	6.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002714	20180930	208523.422	0.000	30496.439	30496.439	0.000	0.000	107433.289	0.000	0.000	27641062.000	9110727.000	12681602.000	347581.438	0.000	11321195.000	4032407.000	2938128.750	1.409	12287460.000	9181430.000	976003.625	0.000	362962.031	50291.781	0.000	-12692.007	0.000	350270.031	350270.031	350190.781	4419801.500	2.120	0.170	4.713	4.645	44.454	2.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002715	20180930	9200.000	0.000	0.000	0.000	0.000	0.000	8296.430	0.000	0.000	751435.375	443511.188	217339.656	42615.621	0.000	259225.125	6231.705	254929.156	2.771	485978.563	272841.125	62965.426	0.000	13761.984	25.171	0.000	-516.540	0.000	13245.445	13245.445	8595.270	117570.383	1.278	0.090	5.282	5.282	64.673	1.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002716	20180930	96047.820	0.000	0.000	0.000	0.000	0.000	62316.270	0.000	0.000	9078812.000	6086257.000	1328291.125	1309709.750	0.000	3279813.750	2012662.000	1334403.125	1.389	3786337.000	8078085.500	580065.938	0.000	253285.609	-13067.463	0.000	773.222	0.000	254058.828	254058.828	209584.938	1262457.750	1.314	0.340	3.942	3.904	41.705	5.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002717	20180930	100919.578	0.000	13061.019	13061.019	0.000	0.000	53552.758	0.000	0.000	14732011.000	9858514.000	305969.188	25803.070	0.000	8398737.000	1908819.375	1375403.625	1.363	4278455.000	5712218.000	1489201.000	0.000	701031.938	11473.586	0.000	1826.391	0.000	702858.375	702858.375	572177.313	1662697.750	1.648	0.567	4.118	4.060	29.042	14.730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002718	20180930	8763.188	0.000	586.706	586.706	0.000	0.000	2603.189	0.000	0.000	1466011.375	580576.188	85024.461	108605.578	0.000	268721.719	1212.432	449846.563	5.133	1179042.000	536945.563	191455.250	0.000	92043.844	37310.598	0.000	12542.322	0.000	104586.172	104586.172	94860.938	565522.250	6.453	1.080	13.455	13.450	80.425	8.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002719	20180930	17413.945	0.000	2139.448	2139.448	0.000	0.000	14085.083	0.000	0.000	1463330.750	592220.375	216596.156	64687.617	0.000	282019.000	8674.584	675166.750	3.877	1169697.500	459940.438	176207.203	0.000	26482.680	10317.102	0.000	1688.339	0.000	28171.018	28171.018	25842.373	313786.406	1.802	0.150	6.717	6.544	79.934	2.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002721	20180930	83471.813	0.000	4761.252	4761.252	0.000	0.000	58717.727	0.000	0.000	18754432.000	14670025.000	540590.625	204202.875	0.000	11860976.000	1320648.500	3049492.000	3.653	4667066.000	10881200.000	750657.875	0.000	-16518.496	-15843.290	0.000	8324.484	0.000	-8194.012	-8194.012	10531.029	765557.875	0.917	0.013	5.591	5.547	24.885	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002722	20180930	17546.654	0.000	4570.989	5326.504	0.000	0.000	11092.005	0.000	0.000	2786220.500	1571871.500	330722.156	76989.078	0.000	956393.813	14243.262	1112050.125	6.338	1807715.750	1735194.500	307834.313	0.000	132552.031	-3652.413	0.000	-404.648	0.000	132147.375	132147.375	97405.070	466059.844	2.656	0.560	10.302	10.292	64.881	5.520	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002723	20180930	19097.000	0.000	405.000	405.000	0.000	0.000	17365.000	0.000	0.000	1060112.750	454388.938	434166.625	53769.648	0.000	414947.875	5385.575	228351.344	1.196	639779.313	681740.938	51838.340	0.000	-16194.080	-3549.908	0.000	-198.171	0.000	-16392.250	-16392.250	-14359.659	188772.813	0.988	-0.075	3.350	3.341	60.350	-2.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002724	20180930	72000.000	0.000	0.000	0.000	0.000	0.000	33174.750	0.000	0.000	1963465.625	1427375.750	430255.500	79022.336	0.000	162419.500	12545.621	56468.531	0.078	1788500.500	801160.063	539182.750	0.000	96814.180	15241.310	0.000	234.500	0.000	97048.680	97048.680	79791.227	918914.938	1.276	0.111	2.484	2.484	91.089	4.510	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002725	20180930	25600.000	0.000	0.000	0.000	0.000	0.000	10975.891	0.000	0.000	1163144.250	480644.844	397918.719	98603.438	0.000	219489.828	8090.479	297170.688	1.161	935563.875	677109.250	110880.422	0.000	31726.926	-9285.173	0.000	-1417.376	0.000	30309.551	30309.551	26695.078	330604.531	1.291	0.100	3.655	3.637	80.434	2.890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002726	20180930	75609.203	0.000	0.000	0.000	0.000	0.000	75020.305	0.000	0.000	3315827.500	2386997.750	539777.000	36859.992	0.000	1146076.500	15916.232	357165.188	0.472	2035103.750	5891083.000	407610.344	0.000	143073.406	661.753	0.000	6009.330	0.000	149082.719	149082.719	127273.398	766482.813	1.014	0.170	2.692	2.687	61.375	6.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002727	20180930	56776.980	0.000	4192.872	4192.872	0.000	0.000	29932.072	0.000	0.000	6978067.000	4727039.000	491997.219	84151.891	0.000	2216253.000	813970.250	1409710.125	2.483	3943232.750	6619126.000	2655688.500	0.000	521625.938	20756.539	0.000	1139.592	0.000	522765.500	522765.500	418536.219	1809922.750	3.188	0.737	6.945	6.152	56.509	10.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SZ002728	20180930	20000.102	0.000	0.000	0.000	0.000	0.000	11870.665	0.000	0.000	2003378.625	802669.438	311081.531	86637.703	0.000	503817.188	434787.813	237945.375	1.190	1064773.625	632864.688	349041.531	0.000	146360.047	7269.508	0.000	-368.024	0.000	145992.016	145992.016	121399.250	493781.875	2.469	0.610	5.002	5.002	53.149	11.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
